"cod_rgint";"interp_homem_60_69_2000";"interp_homem_60_69_2001";"interp_homem_60_69_2002";"interp_homem_60_69_2003";"interp_homem_60_69_2004";"interp_homem_60_69_2005";"interp_homem_60_69_2006";"interp_homem_60_69_2007";"interp_homem_60_69_2008";"interp_homem_60_69_2009";"interp_homem_60_69_2010";"interp_homem_60_69_2011";"interp_homem_60_69_2012";"interp_homem_60_69_2013";"interp_homem_60_69_2014";"interp_homem_60_69_2015";"interp_homem_60_69_2016";"interp_homem_60_69_2017";"interp_homem_60_69_2018";"interp_homem_60_69_2019";"interp_homem_60_69_2020";"interp_homem_60_69_2021";"interp_homem_60_69_2022";"interp_homem_60_69_2023";"interp_homem_60_60_2024";"interp_mulher_60_69_2000";"interp_mulher_60_69_2001";"interp_mulher_60_69_2002";"interp_mulher_60_69_2003";"interp_mulher_60_69_2004";"interp_mulher_60_69_2005";"interp_mulher_60_69_2006";"interp_mulher_60_69_2007";"interp_mulher_60_69_2008";"interp_mulher_60_69_2009";"interp_mulher_60_69_2010";"interp_mulher_60_69_2011";"interp_mulher_60_69_2012";"interp_mulher_60_69_2013";"interp_mulher_60_69_2014";"interp_mulher_60_69_2015";"interp_mulher_60_69_2016";"interp_mulher_60_69_2017";"interp_mulher_60_69_2018";"interp_mulher_60_69_2019";"interp_mulher_60_69_2020";"interp_mulher_60_69_2021";"interp_mulher_60_69_2022";"interp_mulher_60_69_2023";"interp_mulher_60_69_2024";"interp_homem_70_79_2000";"interp_homem_70_79_2001";"interp_homem_70_79_2002";"interp_homem_70_79_2003";"interp_homem_70_79_2004";"interp_homem_70_79_2005";"interp_homem_70_79_2006";"interp_homem_70_79_2007";"interp_homem_70_79_2008";"interp_homem_70_79_2009";"interp_homem_70_79_2010";"interp_homem_70_79_2011";"interp_homem_70_79_2012";"interp_homem_70_79_2013";"interp_homem_70_79_2014";"interp_homem_70_79_2015";"interp_homem_70_79_2016";"interp_homem_70_79_2017";"interp_homem_70_79_2018";"interp_homem_70_79_2019";"interp_homem_70_79_2020";"interp_homem_70_79_2021";"interp_homem_70_79_2022";"interp_homem_70_79_2023";"interp_homem_60_60_2024";"interp_mulher_70_79_2000";"interp_mulher_70_79_2001";"interp_mulher_70_79_2002";"interp_mulher_70_79_2003";"interp_mulher_70_79_2004";"interp_mulher_70_79_2005";"interp_mulher_70_79_2006";"interp_mulher_70_79_2007";"interp_mulher_70_79_2008";"interp_mulher_70_79_2009";"interp_mulher_70_79_2010";"interp_mulher_70_79_2011";"interp_mulher_70_79_2012";"interp_mulher_70_79_2013";"interp_mulher_70_79_2014";"interp_mulher_70_79_2015";"interp_mulher_70_79_2016";"interp_mulher_70_79_2017";"interp_mulher_70_79_2018";"interp_mulher_70_79_2019";"interp_mulher_70_79_2020";"interp_mulher_70_79_2021";"interp_mulher_70_79_2022";"interp_mulher_70_79_2023";"interp_mulher_70_79_2024";"interp_homem_80_mais_2000";"interp_homem_80_mais_2001";"interp_homem_80_mais_2002";"interp_homem_80_mais_2003";"interp_homem_80_mais_2004";"interp_homem_80_mais_2005";"interp_homem_80_mais_2006";"interp_homem_80_mais_2007";"interp_homem_80_mais_2008";"interp_homem_80_mais_2009";"interp_homem_80_mais_2010";"interp_homem_80_mais_2011";"interp_homem_80_mais_2012";"interp_homem_80_mais_2013";"interp_homem_80_mais_2014";"interp_homem_80_mais_2015";"interp_homem_80_mais_2016";"interp_homem_80_mais_2017";"interp_homem_80_mais_2018";"interp_homem_80_mais_2019";"interp_homem_80_mais_2020";"interp_homem_80_mais_2021";"interp_homem_80_mais_2022";"interp_homem_80_mais_2023";"interp_homem_60_60_2024";"interp_mulher_80_mais_2000";"interp_mulher_80_mais_2001";"interp_mulher_80_mais_2002";"interp_mulher_80_mais_2003";"interp_mulher_80_mais_2004";"interp_mulher_80_mais_2005";"interp_mulher_80_mais_2006";"interp_mulher_80_mais_2007";"interp_mulher_80_mais_2008";"interp_mulher_80_mais_2009";"interp_mulher_80_mais_2010";"interp_mulher_80_mais_2011";"interp_mulher_80_mais_2012";"interp_mulher_80_mais_2013";"interp_mulher_80_mais_2014";"interp_mulher_80_mais_2015";"interp_mulher_80_mais_2016";"interp_mulher_80_mais_2017";"interp_mulher_80_mais_2018";"interp_mulher_80_mais_2019";"interp_mulher_80_mais_2020";"interp_mulher_80_mais_2021";"interp_mulher_80_mais_2022";"interp_mulher_80_mais_2023";"interp_mulher_80_mais_2024"
2602;45304;46334;47387;48465;49567;50693;51846;53025;54230;55463;56724;58025;59355;60716;62108;63532;64989;66479;68003;69563;71157;72789;74458;76165;77912;55773;56880;58008;59159;60332;61529;62750;63995;65265;66559;67880;69419;70994;72604;74250;75934;77656;79418;81219;83061;84944;86871;88841;90856;92916;30037;30350;30666;30985;31308;31634;31963;32296;32632;32972;33315;34115;34935;35774;36633;37513;38414;39337;40282;41249;42240;43255;44294;45358;46448;33943;34715;35504;36311;37137;37981;38844;39727;40631;41554;42499;43467;44456;45468;46503;47562;48645;49752;50885;52043;53228;54440;55679;56947;58243;13238;13572;13914;14265;14624;14993;15371;15759;16156;16563;16981;17267;17557;17852;18152;18458;18768;19084;19404;19731;20063;20400;20743;21092;21446;16118;16628;17153;17696;18255;18832;19428;20042;20676;21330;22004;22596;23203;23827;24468;25126;25802;26496;27208;27940;28691;29463;30255;31069;31904
2603;10467;10769;11080;11399;11728;12066;12414;12772;13141;13520;13910;14200;14495;14797;15105;15420;15741;16068;16403;16744;17093;17449;17812;18183;18561;12820;13146;13480;13822;14174;14534;14903;15282;15670;16069;16477;16787;17103;17424;17752;18086;18426;18772;19125;19485;19851;20225;20605;20992;21387;7271;7341;7411;7482;7554;7626;7699;7773;7847;7922;7998;8218;8445;8678;8917;9162;9415;9674;9941;10215;10497;10786;11083;11388;11702;8099;8283;8472;8665;8862;9064;9270;9481;9697;9917;10143;10410;10684;10965;11254;11550;11854;12166;12486;12814;13152;13498;13853;14218;14592;3497;3584;3673;3764;3858;3954;4052;4153;4256;4362;4470;4562;4656;4752;4850;4950;5052;5156;5263;5371;5482;5595;5710;5828;5948;3896;4035;4178;4327;4481;4641;4806;4977;5154;5338;5528;5686;5848;6015;6187;6363;6545;6732;6924;7122;7325;7534;7749;7970;8198
2604;13914;14478;15065;15675;16311;16972;17659;18375;19120;19895;20701;21291;21898;22522;23164;23824;24503;25201;25919;26658;27418;28199;29003;29830;30680;16242;16858;17498;18162;18851;19566;20308;21079;21878;22708;23570;24278;25007;25757;26531;27327;28148;28993;29863;30760;31683;32634;33614;34623;35663;8086;8312;8545;8784;9030;9283;9543;9810;10085;10367;10657;11083;11527;11988;12468;12967;13486;14026;14587;15171;15778;16409;17066;17749;18459;9269;9612;9968;10337;10720;11117;11529;11956;12399;12858;13334;13827;14338;14868;15417;15987;16578;17191;17826;18485;19168;19876;20611;21373;22163;4094;4210;4330;4453;4579;4709;4843;4981;5122;5267;5417;5610;5809;6016;6229;6451;6680;6918;7164;7418;7682;7955;8238;8531;8834;5016;5192;5375;5564;5759;5961;6171;6388;6612;6844;7085;7378;7683;8001;8332;8677;9036;9410;9800;10205;10627;11067;11525;12002;12498
2701;30593;31687;32821;33995;35212;36471;37776;39128;40527;41977;43479;45105;46792;48542;50358;52241;54195;56222;58325;60506;62769;65117;67552;70078;72699;37602;38849;40137;41467;42842;44262;45730;47246;48812;50430;52102;54194;56371;58635;60989;63439;65986;68636;71393;74260;77242;80344;83571;86927;90418;16288;16702;17127;17563;18010;18468;18938;19420;19914;20420;20940;21722;22533;23374;24246;25151;26090;27064;28074;29122;30209;31337;32507;33720;34979;19947;20639;21354;22094;22860;23653;24473;25321;26199;27107;28047;29061;30112;31200;32328;33497;34708;35963;37264;38611;40007;41453;42952;44505;46114;7293;7439;7587;7739;7894;8052;8212;8377;8544;8715;8889;9108;9333;9563;9798;10040;10287;10541;10800;11066;11339;11619;11905;12198;12499;9798;10144;10503;10874;11258;11655;12067;12494;12935;13392;13865;14325;14800;15291;15799;16323;16864;17424;18002;18599;19216;19853;20512;21192;21896
2702;20344;21065;21812;22586;23387;24216;25075;25964;26885;27838;28825;29388;29963;30548;31146;31754;32375;33008;33653;34311;34981;35665;36362;37073;37797;24238;24934;25650;26386;27144;27923;28725;29549;30398;31270;32168;32935;33721;34526;35349;36193;37056;37940;38845;39772;40721;41692;42687;43705;44748;11508;11806;12112;12426;12748;13078;13417;13764;14121;14487;14862;15377;15909;16461;17031;17621;18231;18863;19516;20192;20892;21615;22364;23139;23940;13137;13564;14004;14459;14929;15414;15914;16431;16965;17516;18085;18664;19261;19878;20514;21171;21849;22548;23270;24015;24784;25577;26396;27241;28113;6075;6145;6215;6286;6359;6432;6505;6580;6655;6732;6809;7000;7197;7399;7607;7821;8041;8267;8499;8738;8984;9236;9496;9763;10037;7059;7207;7359;7514;7672;7833;7998;8166;8338;8513;8692;8984;9285;9597;9919;10252;10596;10952;11319;11699;12092;12498;12917;13351;13799
2801;19943;20830;21757;22726;23737;24793;25897;27049;28253;29510;30823;32147;33527;34967;36469;38035;39668;41371;43148;45001;46933;48949;51051;53243;55530;25669;26662;27694;28765;29878;31034;32235;33482;34778;36123;37521;39184;40920;42733;44626;46604;48669;50825;53078;55429;57886;60450;63129;65926;68847;10704;11049;11404;11772;12151;12542;12946;13362;13793;14237;14695;15366;16068;16802;17569;18371;19210;20088;21005;21964;22967;24016;25113;26260;27459;14723;15247;15789;16351;16933;17536;18160;18806;19475;20168;20886;21755;22661;23604;24586;25610;26676;27786;28942;30147;31402;32709;34070;35488;36965;5221;5341;5463;5588;5716;5847;5980;6117;6257;6400;6547;6774;7009;7252;7504;7764;8034;8312;8601;8899;9208;9527;9858;10200;10554;7426;7745;8078;8425;8788;9165;9559;9970;10399;10846;11312;11763;12231;12719;13225;13752;14300;14870;15463;16079;16719;17385;18078;18798;19547
2802;11251;11695;12156;12635;13133;13651;14189;14748;15330;15934;16562;17036;17525;18027;18543;19074;19621;20183;20761;21356;21967;22597;23244;23910;24595;13317;13726;14148;14583;15031;15492;15968;16459;16965;17486;18023;18562;19117;19688;20277;20883;21507;22150;22812;23494;24197;24920;25665;26432;27222;7028;7179;7334;7492;7653;7818;7986;8158;8334;8514;8697;9031;9379;9740;10114;10503;10907;11327;11762;12215;12685;13172;13679;14205;14751;7834;8073;8318;8572;8833;9102;9379;9665;9959;10262;10575;10939;11315;11705;12107;12524;12955;13400;13862;14338;14832;15342;15870;16416;16981;3858;3924;3991;4059;4128;4199;4271;4344;4418;4493;4570;4688;4810;4934;5062;5193;5328;5466;5607;5752;5901;6054;6211;6372;6537;4197;4331;4469;4612;4759;4911;5068;5229;5396;5568;5746;5945;6150;6363;6583;6811;7046;7290;7542;7803;8073;8352;8641;8940;9249
2901;58320;60946;63689;66557;69553;72684;75957;79376;82950;86684;90587;94472;98523;102748;107154;111749;116541;121538;126750;132185;137854;143765;149930;156359;163064;80019;83146;86394;89770;93278;96922;100709;104644;108733;112981;117396;122465;127752;133268;139021;145024;151285;157817;164631;171738;179153;186888;194957;203374;212155;28917;29981;31084;32228;33414;34644;35919;37241;38611;40032;41505;43419;45421;47516;49707;51999;54397;56905;59529;62275;65146;68150;71293;74581;78020;44972;46689;48472;50323;52245;54240;56311;58462;60694;63012;65418;67929;70537;73245;76057;78977;82009;85157;88427;91822;95347;99007;102808;106755;110853;11539;12009;12497;13006;13535;14086;14659;15256;15877;16523;17195;17850;18531;19237;19970;20731;21521;22341;23192;24076;24994;25946;26935;27961;29027;22766;23826;24934;26095;27309;28580;29911;31303;32760;34284;35880;37209;38588;40018;41500;43038;44632;46286;48001;49779;51624;53536;55520;57577;59710
2902;18818;19197;19584;19978;20381;20792;21210;21638;22074;22518;22972;23897;24859;25859;26900;27983;29110;30281;31500;32768;34087;35460;36887;38372;39916;23005;23353;23707;24066;24430;24800;25176;25557;25944;26337;26736;27730;28761;29830;30938;32089;33281;34518;35802;37132;38513;39944;41429;42969;44566;11453;11637;11823;12013;12205;12401;12600;12802;13007;13215;13427;13823;14232;14652;15085;15530;15989;16461;16947;17447;17962;18493;19039;19601;20180;13633;13992;14361;14740;15129;15528;15937;16358;16789;17232;17686;18090;18504;18927;19360;19803;20255;20719;21192;21677;22172;22679;23198;23728;24271;5556;5680;5807;5937;6069;6205;6343;6485;6630;6778;6929;7064;7201;7342;7485;7630;7779;7930;8085;8242;8403;8566;8733;8903;9076;7900;8125;8357;8595;8840;9092;9351;9617;9891;10173;10463;10750;11044;11347;11658;11977;12306;12643;12989;13345;13711;14087;14473;14870;15277
2903;35158;35814;36483;37164;37858;38565;39285;40018;40766;41527;42302;43851;45458;47123;48849;50638;52493;54416;56409;58475;60617;62837;65139;67525;69998;34390;35206;36042;36897;37773;38669;39587;40527;41488;42473;43481;45182;46949;48786;50694;52677;54738;56879;59104;61416;63818;66315;68909;71605;74406;18985;19459;19945;20443;20954;21477;22013;22563;23127;23704;24296;25016;25757;26519;27305;28114;28946;29804;30687;31596;32531;33495;34487;35508;36560;17679;18354;19054;19781;20536;21319;22133;22977;23854;24764;25709;26517;27351;28212;29099;30014;30958;31931;32935;33971;35040;36141;37278;38450;39659;7990;8260;8539;8827;9126;9434;9753;10082;10423;10775;11139;11441;11752;12071;12399;12735;13081;13436;13801;14176;14561;14956;15362;15779;16207;8978;9318;9672;10038;10419;10814;11224;11649;12091;12549;13025;13524;14042;14580;15139;15719;16321;16946;17596;18270;18970;19696;20451;21235;22048
2904;43294;43991;44699;45418;46149;46892;47647;48414;49193;49985;50789;52407;54076;55798;57576;59410;61302;63255;65269;67348;69493;71707;73991;76348;78780;46798;47643;48503;49379;50271;51179;52103;53044;54002;54977;55970;57591;59259;60976;62742;64560;66430;68354;70334;72371;74467;76624;78844;81128;83478;25271;25785;26310;26845;27391;27948;28517;29097;29689;30293;30909;31761;32637;33537;34462;35412;36389;37392;38423;39483;40572;41690;42840;44021;45235;26060;26825;27612;28422;29255;30114;30997;31907;32843;33806;34798;35803;36836;37900;38994;40120;41279;42470;43697;44958;46256;47592;48966;50380;51834;12071;12405;12749;13102;13464;13837;14220;14614;15019;15435;15862;16324;16800;17290;17794;18312;18846;19396;19961;20543;21142;21758;22392;23045;23716;14865;15322;15793;16279;16779;17295;17827;18375;18940;19523;20123;20807;21514;22246;23002;23784;24592;25428;26293;27186;28110;29066;30054;31076;32132
2905;15298;15733;16181;16641;17114;17601;18101;18616;19146;19690;20250;20777;21318;21872;22442;23026;23625;24240;24870;25518;26182;26863;27562;28279;29015;16509;16895;17289;17693;18107;18530;18963;19406;19859;20323;20798;21357;21931;22520;23125;23746;24384;25039;25712;26402;27112;27840;28588;29356;30145;8782;9061;9348;9644;9950;10266;10591;10927;11274;11631;12000;12396;12806;13228;13665;14116;14583;15064;15562;16075;16606;17155;17721;18306;18911;9497;9840;10194;10562;10943;11338;11747;12170;12609;13064;13535;13912;14300;14699;15109;15531;15964;16409;16866;17337;17820;18317;18828;19353;19893;4291;4428;4569;4715;4866;5021;5182;5347;5518;5694;5876;6101;6334;6576;6827;7088;7359;7641;7933;8236;8551;8878;9217;9569;9935;5703;5872;6045;6224;6408;6597;6792;6993;7199;7412;7631;7920;8220;8531;8854;9189;9537;9899;10273;10662;11066;11485;11920;12371;12840
2906;10338;10691;11057;11435;11826;12230;12648;13081;13528;13991;14469;15021;15594;16188;16806;17447;18112;18803;19520;20264;21037;21839;22672;23537;24434;10827;11123;11428;11741;12062;12392;12732;13080;13438;13806;14184;14720;15276;15853;16452;17073;17718;18388;19082;19803;20551;21327;22133;22969;23837;5612;5811;6018;6232;6453;6682;6920;7166;7420;7684;7957;8274;8604;8947;9304;9675;10061;10462;10879;11313;11764;12233;12721;13228;13756;5712;5959;6217;6487;6767;7060;7366;7685;8018;8365;8727;9034;9352;9682;10023;10375;10741;11119;11510;11916;12335;12769;13219;13684;14166;2530;2634;2742;2855;2972;3095;3222;3354;3492;3636;3785;3935;4091;4253;4422;4597;4779;4968;5165;5370;5583;5804;6034;6273;6522;2993;3101;3214;3330;3450;3575;3705;3839;3978;4122;4271;4456;4648;4849;5059;5278;5506;5745;5993;6252;6523;6805;7099;7406;7726
2907;12164;12584;13019;13469;13934;14416;14914;15429;15962;16513;17084;17525;17978;18442;18919;19408;19909;20423;20951;21492;22047;22617;23201;23800;24415;13251;13606;13971;14345;14729;15124;15529;15946;16373;16812;17262;17723;18196;18681;19180;19692;20217;20757;21311;21880;22464;23063;23679;24311;24960;7029;7243;7464;7691;7925;8166;8415;8671;8935;9208;9488;9812;10147;10494;10852;11223;11606;12003;12413;12837;13276;13729;14198;14683;15185;7446;7719;8002;8295;8599;8915;9241;9580;9931;10296;10673;10984;11305;11635;11974;12323;12683;13053;13434;13825;14229;14644;15071;15511;15963;3397;3486;3578;3672;3769;3868;3970;4074;4181;4291;4404;4558;4718;4883;5054;5230;5413;5603;5799;6002;6212;6429;6654;6887;7128;3961;4088;4219;4354;4493;4637;4785;4938;5097;5260;5428;5634;5849;6071;6302;6542;6790;7049;7317;7595;7884;8184;8495;8818;9153
2908;14410;14948;15506;16085;16686;17309;17956;18626;19322;20043;20792;21354;21931;22524;23133;23758;24400;25060;25737;26433;27148;27881;28635;29409;30204;16000;16495;17006;17532;18074;18634;19210;19805;20418;21050;21701;22294;22903;23529;24171;24832;25510;26207;26923;27659;28414;29191;29988;30807;31649;8397;8603;8815;9032;9254;9481;9715;9954;10198;10449;10706;11144;11601;12076;12570;13085;13621;14179;14760;15364;15993;16648;17330;18040;18778;9866;10129;10399;10675;10960;11252;11551;11859;12175;12499;12832;13276;13736;14212;14704;15213;15740;16285;16848;17432;18035;18660;19306;19974;20666;4411;4502;4595;4689;4786;4885;4985;5088;5193;5300;5409;5586;5769;5958;6153;6354;6563;6777;6999;7228;7465;7710;7962;8223;8492;5300;5477;5660;5849;6044;6246;6455;6670;6893;7123;7361;7609;7864;8129;8402;8685;8977;9279;9591;9913;10246;10591;10947;11315;11696
2909;17361;17956;18572;19208;19867;20548;21252;21981;22735;23514;24320;24671;25027;25388;25754;26125;26502;26884;27272;27666;28065;28469;28880;29297;29719;18945;19524;20120;20734;21367;22020;22692;23385;24100;24836;25594;26014;26442;26876;27317;27766;28222;28686;29157;29636;30122;30617;31120;31631;32151;10871;11079;11291;11507;11727;11952;12180;12414;12651;12893;13140;13588;14051;14530;15026;15538;16067;16615;17182;17767;18373;18999;19647;20317;21009;11422;11730;12047;12372;12706;13050;13402;13764;14135;14517;14909;15373;15851;16344;16852;17376;17917;18474;19048;19641;20252;20882;21531;22201;22891;5922;6049;6179;6312;6447;6586;6727;6872;7019;7170;7324;7509;7698;7892;8091;8295;8504;8718;8938;9163;9394;9631;9874;10123;10378;6530;6712;6899;7091;7289;7492;7700;7915;8135;8362;8595;8871;9157;9451;9755;10069;10393;10727;11072;11428;11796;12175;12567;12971;13388
2910;42885;44378;45922;47521;49175;50887;52658;54491;56387;58350;60381;61953;63566;65220;66918;68660;70447;72281;74163;76093;78074;80107;82192;84332;86527;51814;53390;55013;56686;58410;60187;62017;63903;65846;67849;69912;71723;73580;75486;77441;79446;81504;83614;85780;88001;90280;92618;95017;97478;100002;27065;27565;28074;28592;29120;29658;30206;30764;31332;31911;32500;33663;34868;36116;37409;38748;40135;41572;43060;44601;46198;47851;49564;51338;53176;31663;32540;33441;34367;35319;36297;37303;38336;39397;40489;41610;42991;44419;45893;47417;48991;50618;52298;54035;55829;57682;59597;61576;63620;65733;13408;13739;14078;14426;14782;15147;15521;15904;16297;16700;17112;17594;18089;18598;19121;19659;20213;20781;21366;21968;22586;23221;23875;24547;25238;17854;18435;19034;19653;20293;20953;21634;22338;23064;23814;24589;25403;26243;27112;28009;28935;29893;30882;31904;32960;34050;35177;36341;37544;38786
3101;103189;107361;111702;116218;120917;125806;130892;136184;141690;147419;153379;160140;167200;174570;182266;190300;198689;207448;216593;226141;236110;246518;257385;268731;280577;130605;135586;140757;146125;151698;157484;163490;169725;176198;182918;189894;198218;206907;215977;225445;235328;245643;256412;267652;279384;291632;304416;317760;331689;346229;47794;50102;52521;55056;57715;60501;63422;66485;69695;73060;76587;79952;83466;87133;90962;94959;99132;103488;108035;112783;117738;122912;128313;133951;139837;72163;75232;78431;81766;85243;88868;92647;96587;100694;104976;109440;113846;118430;123198;128159;133318;138686;144270;150079;156121;162407;168946;175748;182824;190185;16467;17388;18360;19387;20471;21616;22825;24102;25450;26873;28376;29958;31629;33393;35255;37222;39297;41489;43803;46245;48824;51547;54422;57457;60661;32582;34439;36402;38476;40669;42987;45437;48026;50763;53656;56714;59370;62151;65063;68110;71300;74640;78136;81796;85627;89638;93837;98232;102833;107650
3102;31557;32629;33738;34884;36069;37295;38562;39872;41227;42628;44076;45569;47113;48709;50359;52064;53828;55652;57537;59486;61501;63584;65738;67965;70267;34499;35536;36603;37703;38836;40003;41205;42444;43719;45033;46386;48022;49715;51468;53282;55161;57106;59119;61204;63362;65596;67909;70303;72782;75348;15606;16258;16937;17644;18381;19148;19948;20781;21649;22553;23495;24409;25358;26344;27369;28433;29539;30688;31881;33121;34409;35748;37138;38582;40083;17842;18644;19482;20357;21272;22228;23227;24271;25362;26502;27693;28699;29741;30821;31941;33101;34303;35549;36840;38178;39565;41002;42491;44034;45634;6390;6652;6925;7210;7505;7813;8134;8468;8816;9177;9554;10007;10482;10980;11500;12046;12618;13216;13844;14500;15188;15909;16664;17455;18283;8687;9085;9501;9937;10392;10868;11366;11887;12432;13001;13597;14200;14829;15486;16172;16889;17638;18419;19236;20088;20978;21908;22879;23893;24952
3103;30022;30551;31089;31636;32193;32760;33337;33924;34521;35129;35748;36735;37749;38791;39862;40962;42092;43254;44448;45675;46936;48232;49563;50931;52337;33611;34178;34754;35340;35936;36542;37158;37784;38421;39069;39728;40703;41701;42724;43773;44847;45947;47074;48229;49412;50624;51867;53139;54443;55778;15642;16195;16767;17360;17973;18609;19266;19947;20652;21382;22138;22637;23148;23669;24203;24749;25307;25877;26461;27057;27667;28291;28929;29581;30248;17874;18584;19321;20089;20886;21715;22577;23474;24406;25375;26382;26953;27537;28133;28743;29365;30001;30651;31315;31993;32686;33394;34117;34856;35611;6731;6952;7180;7416;7659;7910;8170;8438;8715;9001;9296;9683;10086;10506;10943;11399;11874;12368;12883;13419;13978;14560;15166;15797;16455;9744;10096;10461;10839;11231;11637;12057;12493;12944;13412;13897;14454;15034;15637;16264;16917;17595;18301;19035;19799;20593;21419;22278;23172;24101
3104;19887;20209;20535;20867;21205;21548;21896;22250;22610;22975;23347;24096;24870;25668;26492;27343;28220;29126;30061;31026;32022;33050;34111;35206;36336;23142;23522;23907;24299;24698;25103;25515;25933;26358;26791;27230;28012;28816;29644;30495;31371;32272;33198;34152;35133;36141;37179;38247;39345;40475;10739;11063;11397;11741;12096;12461;12837;13225;13624;14035;14459;14807;15163;15528;15901;16284;16675;17076;17487;17908;18338;18779;19231;19694;20167;12191;12682;13193;13725;14278;14853;15451;16074;16721;17395;18096;18506;18926;19356;19795;20244;20703;21172;21653;22144;22646;23160;23685;24222;24772;4288;4442;4603;4768;4940;5118;5303;5494;5692;5897;6109;6344;6588;6841;7104;7377;7660;7955;8261;8578;8908;9250;9606;9975;10359;5679;5924;6181;6448;6727;7017;7321;7637;7967;8312;8671;9039;9422;9822;10238;10672;11125;11597;12088;12601;13135;13692;14273;14878;15509
3105;21547;22108;22683;23273;23878;24500;25137;25791;26462;27151;27857;29143;30488;31895;33368;34908;36519;38205;39968;41813;43743;45763;47875;50085;52397;23881;24567;25272;25998;26744;27512;28302;29115;29951;30811;31696;33084;34532;36044;37622;39269;40989;42783;44657;46612;48652;50783;53006;55327;57749;11258;11697;12152;12626;13117;13628;14159;14711;15284;15879;16498;17033;17585;18155;18743;19350;19978;20625;21293;21984;22696;23432;24191;24975;25784;12596;13172;13775;14406;15065;15754;16475;17229;18017;18842;19704;20342;21001;21681;22383;23108;23856;24629;25427;26250;27100;27978;28884;29819;30785;3712;3938;4179;4434;4704;4991;5296;5619;5961;6325;6711;7017;7336;7671;8020;8385;8767;9167;9584;10021;10478;10955;11454;11976;12521;5193;5505;5836;6187;6559;6954;7372;7815;8285;8783;9311;9753;10217;10702;11210;11743;12301;12885;13497;14139;14810;15514;16251;17023;17832
3106;57624;59025;60460;61930;63436;64978;66558;68176;69833;71531;73270;76022;78877;81839;84913;88102;91411;94844;98406;102102;105936;109915;114043;118326;122770;65005;66625;68285;69986;71730;73517;75349;77226;79151;81123;83144;86194;89356;92634;96032;99555;103207;106993;110918;114987;119205;123578;128111;132811;137683;32665;33523;34404;35307;36235;37187;38163;39166;40195;41250;42334;43656;45020;46426;47876;49371;50913;52503;54143;55834;57577;59376;61230;63142;65114;40191;41298;42436;43605;44807;46041;47310;48613;49953;51329;52743;54265;55830;57441;59098;60802;62557;64361;66218;68128;70094;72116;74196;76336;78539;11596;12144;12718;13320;13949;14609;15299;16023;16780;17573;18404;19018;19653;20308;20986;21686;22410;23157;23930;24728;25553;26406;27287;28197;29138;17765;18650;19578;20553;21577;22651;23779;24964;26207;27512;28882;29815;30777;31771;32797;33856;34950;36078;37243;38446;39687;40969;42292;43658;45067
3107;17136;17684;18250;18833;19436;20057;20699;21361;22044;22749;23477;24481;25529;26621;27760;28948;30186;31478;32825;34229;35693;37221;38813;40474;42205;20276;20854;21449;22061;22691;23338;24004;24688;25393;26117;26862;27948;29077;30252;31475;32747;34070;35447;36879;38370;39920;41534;43212;44958;46775;8763;9053;9353;9663;9983;10314;10656;11009;11374;11751;12140;12630;13139;13669;14221;14794;15391;16012;16658;17330;18029;18756;19513;20300;21119;11824;12202;12592;12995;13410;13839;14281;14738;15209;15695;16197;16721;17262;17821;18398;18993;19608;20242;20898;21574;22272;22993;23737;24505;25298;3077;3200;3328;3461;3599;3743;3893;4049;4211;4379;4554;4756;4967;5187;5417;5657;5908;6170;6443;6729;7027;7339;7664;8004;8359;4720;4975;5243;5526;5824;6138;6469;6818;7186;7573;7982;8300;8631;8974;9332;9704;10090;10492;10910;11345;11796;12266;12755;13263;13791
3108;38563;39780;41036;42332;43668;45047;46469;47936;49449;51011;52621;54699;56859;59105;61439;63865;66387;69009;71734;74567;77512;80573;83755;87063;90501;40664;41852;43075;44334;45629;46962;48334;49747;51200;52696;54236;56484;58826;61264;63804;66449;69204;72072;75060;78172;81412;84787;88302;91963;95775;20911;21567;22244;22943;23663;24406;25172;25962;26777;27617;28484;29547;30649;31793;32979;34210;35486;36810;38184;39609;41087;42620;44210;45860;47571;24397;25137;25899;26684;27493;28327;29185;30070;30982;31921;32889;33994;35136;36316;37536;38796;40100;41447;42839;44278;45765;47302;48891;50533;52231;7220;7566;7929;8309;8708;9125;9563;10021;10502;11005;11533;11954;12390;12843;13311;13797;14301;14823;15364;15925;16506;17109;17733;18380;19051;10272;10786;11325;11892;12486;13111;13766;14455;15178;15937;16734;17300;17886;18491;19117;19764;20433;21125;21840;22579;23343;24133;24950;25794;26668
